idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
b4b4776f-131f-11ed-b9f6-fc017cb39f26,03/08/2022,08:30:41,08,181,0,141,03-08-2022,08-30-41,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-03-08-2022-08-30-22.csv
