idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
f17ce078-127a-11ed-b56b-fc017cb39f26,02/08/2022,12:51:16,12,153,0,115,02-08-2022,12-51-16,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-02-08-2022-12-50-55.csv
