idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
772af435-1275-11ed-999c-fc017cb39f26,02/08/2022,12:12:03,12,49,0,1,02-08-2022,12-12-03,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-02-08-2022-12-11-27.csv
