idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
bd049c98-126d-11ed-aabe-fc017cb39f26,02/08/2022,11:16:45,11,39,0,25,02-08-2022,11-16-45,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-02-08-2022-11-15-52.csv
