idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
e196ad18-11c6-11ed-93a4-fc017cb39f26,01/08/2022,15:22:20,15,107,0,68,01-08-2022,15-22-20,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-15-21-59.csv
