idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
31cbe141-11c7-11ed-ade1-fc017cb39f26,01/08/2022,15:24:34,15,101,0,67,01-08-2022,15-24-34,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-15-24-13.csv
