idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
0186a403-11e1-11ed-8f01-fc017cb39f26,01/08/2022,18:29:20,18,151,0,119,01-08-2022,18-29-20,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-18-28-59.csv
