idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
2cdaba9b-11fc-11ed-9b98-fc017cb39f26,01/08/2022,21:43:50,21,38,0,113,01-08-2022,21-43-50,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-21-43-27.csv
