idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
771fd4f3-11b6-11ed-9771-fc017cb39f26,01/08/2022,13:24:49,13,52,0,30,01-08-2022,13-24-49,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-13-24-27.csv
