idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
d3fe3375-11e4-11ed-8c8d-fc017cb39f26,01/08/2022,18:56:42,18,112,0,101,01-08-2022,18-56-42,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-18-56-20.csv
