idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
3eee276e-0f41-11ed-acd0-fc017cb39f26,29/07/2022,10:20:42,10,195,0,95,29-07-2022,10-20-42,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-29-07-2022-10-20-21.csv
