idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
e1e607c1-119e-11ed-a594-fc017cb39f26,01/08/2022,10:36:01,10,140,0,82,01-08-2022,10-36-01,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-10-35-33.csv
