idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
dfd2f19e-1261-11ed-a40b-fc017cb39f26,02/08/2022,09:51:49,09,38,0,74,02-08-2022,09-51-49,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-02-08-2022-09-51-28.csv
