idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
3c7f000b-11b6-11ed-b3dd-fc017cb39f26,01/08/2022,13:23:11,13,27,0,49,01-08-2022,13-23-11,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-13-22-48.csv
