idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
8a2bf4b6-0f60-11ed-bf02-fc017cb39f26,29/07/2022,14:04:42,14,97,0,163,29-07-2022,14-04-42,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-29-07-2022-14-04-24.csv
