idExec,dt_teste,hora_teste,hora_fechada,down,chegou,up,dtProcesso,hrProcesso,caminho
3a0a8c05-11ca-11ed-9794-fc017cb39f26,01/08/2022,15:46:17,15,110,0,74,01-08-2022,15-46-17,C:\Users\fflose\Lab\\Pessoal\python\csv\teste_internet\teste_internet-01-08-2022-15-45-55.csv
