"['id,dt_teste,hora_teste,down,up']","['2656667265296,22/07/2022,10:40,279,217']"
"['id,dt_teste,hora_teste,down,up']","['2656667265328,22/07/2022,10:40,263,201']"
"['id,dt_teste,hora_teste,down,up']","['2656667265360,22/07/2022,10:40,249,210']"
"['id,dt_teste,hora_teste,down,up']","['2656667265392,22/07/2022,10:41,108,172']"
"['id,dt_teste,hora_teste,down,up']","['2656667265424,22/07/2022,10:41,233,207']"
"['id,dt_teste,hora_teste,down,up']","['2656667265456,22/07/2022,10:41,222,197']"
"['id,dt_teste,hora_teste,down,up']","['2656667265488,22/07/2022,10:42,229,202']"
"['id,dt_teste,hora_teste,down,up']","['2656667265520,22/07/2022,10:42,272,212']"
"['id,dt_teste,hora_teste,down,up']","['2656667265552,22/07/2022,10:42,273,182']"
"['id,dt_teste,hora_teste,down,up']","['2656667265584,22/07/2022,10:42,203,194']"
"['id,dt_teste,hora_teste,down,up']","['2656667265616,22/07/2022,10:43,282,215']"
"['id,dt_teste,hora_teste,down,up']","['2656667265648,22/07/2022,10:43,279,206']"
"['id,dt_teste,hora_teste,down,up']","['2656667265680,22/07/2022,10:43,266,176']"
"['id,dt_teste,hora_teste,down,up']","['2656667265712,22/07/2022,10:44,265,185']"
"['id,dt_teste,hora_teste,down,up']","['2656667265744,22/07/2022,10:44,256,194']"
"['id,dt_teste,hora_teste,down,up']","['2656667265776,22/07/2022,10:44,274,174']"
"['id,dt_teste,hora_teste,down,up']","['2656667265808,22/07/2022,10:44,269,214']"
"['id,dt_teste,hora_teste,down,up']","['2656667265840,22/07/2022,10:45,265,209']"
"['id,dt_teste,hora_teste,down,up']","['2656667265872,22/07/2022,10:45,265,203']"
"['id,dt_teste,hora_teste,down,up']","['2656667265904,22/07/2022,10:45,275,208']"
"['id,dt_teste,hora_teste,down,up']","['2656667265936,22/07/2022,10:46,272,201']"
"['id,dt_teste,hora_teste,down,up']","['2656667265968,22/07/2022,10:46,275,202']"
"['id,dt_teste,hora_teste,down,up']","['2656667266000,22/07/2022,10:46,249,204']"
"['id,dt_teste,hora_teste,down,up']","['2656667266032,22/07/2022,10:46,253,200']"
"['id,dt_teste,hora_teste,down,up']","['2656667266064,22/07/2022,10:47,248,203']"
"['id,dt_teste,hora_teste,down,up']","['2656667266096,22/07/2022,10:47,255,192']"
"['id,dt_teste,hora_teste,down,up']","['2656667266128,22/07/2022,10:47,267,207']"
"['id,dt_teste,hora_teste,down,up']","['2656667266160,22/07/2022,10:48,215,207']"
"['id,dt_teste,hora_teste,down,up']","['2656667266192,22/07/2022,10:48,262,180']"
"['id,dt_teste,hora_teste,down,up']","['2656667266224,22/07/2022,10:48,260,186']"
"['id,dt_teste,hora_teste,down,up']","['2656667266256,22/07/2022,10:48,195,223']"
"['id,dt_teste,hora_teste,down,up']","['2656667266288,22/07/2022,10:49,200,207']"
"['id,dt_teste,hora_teste,down,up']","['2656667266320,22/07/2022,10:49,247,184']"
"['id,dt_teste,hora_teste,down,up']","['2656667266352,22/07/2022,10:49,220,131']"
"['id,dt_teste,hora_teste,down,up']","['2656667266384,22/07/2022,10:50,137,144']"
"['id,dt_teste,hora_teste,down,up']","['2656667266416,22/07/2022,10:50,275,213']"
"['id,dt_teste,hora_teste,down,up']","['2656667266448,22/07/2022,10:50,249,213']"
"['id,dt_teste,hora_teste,down,up']","['2656667266480,22/07/2022,10:50,268,200']"
"['id,dt_teste,hora_teste,down,up']","['2656667266512,22/07/2022,10:51,248,189']"
"['id,dt_teste,hora_teste,down,up']","['2656667266544,22/07/2022,10:51,251,206']"
"['id,dt_teste,hora_teste,down,up']","['2656667266576,22/07/2022,10:51,15,175']"
"['id,dt_teste,hora_teste,down,up']","['2656667266608,22/07/2022,10:52,265,182']"
"['id,dt_teste,hora_teste,down,up']","['2656667266640,22/07/2022,10:52,243,187']"
"['id,dt_teste,hora_teste,down,up']","['2656667266672,22/07/2022,10:52,123,139']"
"['id,dt_teste,hora_teste,down,up']","['2656667266704,22/07/2022,10:52,186,174']"
"['id,dt_teste,hora_teste,down,up']","['2656667266736,22/07/2022,10:53,204,177']"
"['id,dt_teste,hora_teste,down,up']","['2656667266768,22/07/2022,10:53,242,159']"
"['id,dt_teste,hora_teste,down,up']","['2656667266800,22/07/2022,10:53,234,176']"
"['id,dt_teste,hora_teste,down,up']","['2656667266832,22/07/2022,10:54,256,193']"
"['id,dt_teste,hora_teste,down,up']","['2656667266864,22/07/2022,10:54,286,192']"
"['id,dt_teste,hora_teste,down,up']","['2656667266896,22/07/2022,10:54,208,195']"
"['id,dt_teste,hora_teste,down,up']","['2656667266928,22/07/2022,10:54,269,205']"
"['id,dt_teste,hora_teste,down,up']","['2656667266960,22/07/2022,10:55,280,197']"
"['id,dt_teste,hora_teste,down,up']","['2656667266992,22/07/2022,10:55,252,192']"
"['id,dt_teste,hora_teste,down,up']","['2656667267024,22/07/2022,10:55,258,187']"
"['id,dt_teste,hora_teste,down,up']","['2656667455536,22/07/2022,10:56,216,154']"
"['id,dt_teste,hora_teste,down,up']","['2656667455568,22/07/2022,10:56,265,190']"
"['id,dt_teste,hora_teste,down,up']","['2656667455600,22/07/2022,10:56,249,190']"
"['id,dt_teste,hora_teste,down,up']","['2656667455632,22/07/2022,10:57,217,199']"
"['id,dt_teste,hora_teste,down,up']","['2656667455664,22/07/2022,10:57,293,205']"
"['id,dt_teste,hora_teste,down,up']","['2656667455696,22/07/2022,10:57,258,185']"
"['id,dt_teste,hora_teste,down,up']","['2656667455728,22/07/2022,10:57,250,190']"
"['id,dt_teste,hora_teste,down,up']","['2656667455760,22/07/2022,10:58,281,208']"
"['id,dt_teste,hora_teste,down,up']","['2656667455792,22/07/2022,10:58,294,196']"
"['id,dt_teste,hora_teste,down,up']","['2656667455824,22/07/2022,10:58,281,197']"
"['id,dt_teste,hora_teste,down,up']","['2656667455856,22/07/2022,10:58,286,196']"
"['id,dt_teste,hora_teste,down,up']","['2656667455888,22/07/2022,10:59,269,195']"
"['id,dt_teste,hora_teste,down,up']","['2656667455920,22/07/2022,10:59,267,178']"
"['id,dt_teste,hora_teste,down,up']","['2767185471760,22/07/2022,11:06,82,115']"
"['id,dt_teste,hora_teste,down,up']","['2767185471792,22/07/2022,11:06,163,157']"
"['id,dt_teste,hora_teste,down,up']","['2767185471824,22/07/2022,11:07,216,158']"
"['id,dt_teste,hora_teste,down,up']","['2767185471856,22/07/2022,11:07,216,159']"
"['id,dt_teste,hora_teste,down,up']","['2767185471888,22/07/2022,11:07,197,141']"
"['id,dt_teste,hora_teste,down,up']","['2767185471920,22/07/2022,11:07,210,145']"
"['id,dt_teste,hora_teste,down,up']","['2767185471952,22/07/2022,11:08,193,149']"
"['id,dt_teste,hora_teste,down,up']","['2767185471984,22/07/2022,11:08,166,139']"
"['id,dt_teste,hora_teste,down,up']","['2767185472016,22/07/2022,11:08,174,153']"
"['id,dt_teste,hora_teste,down,up']","['2767185472048,22/07/2022,11:09,190,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185472080,22/07/2022,11:09,178,79']"
"['id,dt_teste,hora_teste,down,up']","['2767185472112,22/07/2022,11:09,54,105']"
"['id,dt_teste,hora_teste,down,up']","['2767185472144,22/07/2022,11:10,179,158']"
"['id,dt_teste,hora_teste,down,up']","['2767185472176,22/07/2022,11:10,218,135']"
"['id,dt_teste,hora_teste,down,up']","['2767185472208,22/07/2022,11:10,211,151']"
"['id,dt_teste,hora_teste,down,up']","['2767185472240,22/07/2022,11:11,178,133']"
"['id,dt_teste,hora_teste,down,up']","['2767185472272,22/07/2022,11:11,181,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185472304,22/07/2022,11:11,174,137']"
"['id,dt_teste,hora_teste,down,up']","['2767185472336,22/07/2022,11:12,203,145']"
"['id,dt_teste,hora_teste,down,up']","['2767185472368,22/07/2022,11:12,184,145']"
"['id,dt_teste,hora_teste,down,up']","['2767185472400,22/07/2022,11:12,188,152']"
"['id,dt_teste,hora_teste,down,up']","['2767185472432,22/07/2022,11:13,212,152']"
