"['id,dt_teste,hora_teste,down,up']","['2767185472464,22/07/2022,11:13,190,151']"
"['id,dt_teste,hora_teste,down,up']","['2767185472496,22/07/2022,11:13,185,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185472528,22/07/2022,11:14,169,140']"
"['id,dt_teste,hora_teste,down,up']","['2767185472560,22/07/2022,11:14,181,138']"
"['id,dt_teste,hora_teste,down,up']","['2767185472592,22/07/2022,11:14,121,141']"
"['id,dt_teste,hora_teste,down,up']","['2767185472624,22/07/2022,11:15,182,141']"
"['id,dt_teste,hora_teste,down,up']","['2767185472656,22/07/2022,11:15,187,145']"
"['id,dt_teste,hora_teste,down,up']","['2767185472688,22/07/2022,11:15,185,133']"
"['id,dt_teste,hora_teste,down,up']","['2767185472720,22/07/2022,11:16,216,157']"
"['id,dt_teste,hora_teste,down,up']","['2767185472752,22/07/2022,11:16,207,159']"
"['id,dt_teste,hora_teste,down,up']","['2767185472784,22/07/2022,11:16,171,132']"
"['id,dt_teste,hora_teste,down,up']","['2767185472816,22/07/2022,11:17,181,121']"
"['id,dt_teste,hora_teste,down,up']","['2767185472848,22/07/2022,11:17,95,123']"
"['id,dt_teste,hora_teste,down,up']","['2767185472880,22/07/2022,11:17,164,138']"
"['id,dt_teste,hora_teste,down,up']","['2767185472912,22/07/2022,11:18,181,139']"
"['id,dt_teste,hora_teste,down,up']","['2767185472944,22/07/2022,11:18,180,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185472976,22/07/2022,11:18,168,141']"
"['id,dt_teste,hora_teste,down,up']","['2767185473008,22/07/2022,11:19,184,138']"
"['id,dt_teste,hora_teste,down,up']","['2767185473040,22/07/2022,11:19,189,148']"
"['id,dt_teste,hora_teste,down,up']","['2767185473072,22/07/2022,11:19,183,147']"
"['id,dt_teste,hora_teste,down,up']","['2767185473104,22/07/2022,11:20,204,146']"
"['id,dt_teste,hora_teste,down,up']","['2767185473136,22/07/2022,11:20,171,91']"
"['id,dt_teste,hora_teste,down,up']","['2767185473168,22/07/2022,11:20,145,129']"
"['id,dt_teste,hora_teste,down,up']","['2767185473200,22/07/2022,11:21,187,142']"
"['id,dt_teste,hora_teste,down,up']","['2767185473232,22/07/2022,11:21,172,110']"
"['id,dt_teste,hora_teste,down,up']","['2767185473264,22/07/2022,11:21,196,147']"
"['id,dt_teste,hora_teste,down,up']","['2767185473296,22/07/2022,11:22,168,129']"
"['id,dt_teste,hora_teste,down,up']","['2767185473328,22/07/2022,11:22,189,133']"
"['id,dt_teste,hora_teste,down,up']","['2767185473360,22/07/2022,11:22,183,136']"
"['id,dt_teste,hora_teste,down,up']","['2767185473392,22/07/2022,11:23,166,120']"
"['id,dt_teste,hora_teste,down,up']","['2767185473424,22/07/2022,11:23,200,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185473456,22/07/2022,11:23,113,103']"
"['id,dt_teste,hora_teste,down,up']","['2767185473488,22/07/2022,11:24,185,147']"
"['id,dt_teste,hora_teste,down,up']","['2767185662000,22/07/2022,11:24,171,124']"
"['id,dt_teste,hora_teste,down,up']","['2767185662032,22/07/2022,11:24,200,124']"
"['id,dt_teste,hora_teste,down,up']","['2767185662064,22/07/2022,11:25,169,122']"
"['id,dt_teste,hora_teste,down,up']","['2767185662096,22/07/2022,11:25,192,134']"
"['id,dt_teste,hora_teste,down,up']","['2767185662128,22/07/2022,11:25,196,121']"
"['id,dt_teste,hora_teste,down,up']","['2767185662160,22/07/2022,11:26,244,164']"
"['id,dt_teste,hora_teste,down,up']","['2767185662192,22/07/2022,11:26,158,135']"
"['id,dt_teste,hora_teste,down,up']","['2767185662224,22/07/2022,11:26,177,113']"
"['id,dt_teste,hora_teste,down,up']","['2767185662256,22/07/2022,11:27,229,141']"
"['id,dt_teste,hora_teste,down,up']","['2767185662288,22/07/2022,11:27,248,188']"
"['id,dt_teste,hora_teste,down,up']","['2767185662320,22/07/2022,11:27,269,212']"
"['id,dt_teste,hora_teste,down,up']","['2767185662352,22/07/2022,11:28,216,200']"
"['id,dt_teste,hora_teste,down,up']","['2767185662384,22/07/2022,11:28,169,154']"
"['id,dt_teste,hora_teste,down,up']","['2767185662416,22/07/2022,11:28,221,199']"
"['id,dt_teste,hora_teste,down,up']","['2767185662448,22/07/2022,11:28,265,211']"
"['id,dt_teste,hora_teste,down,up']","['2767185662480,22/07/2022,11:29,265,201']"
"['id,dt_teste,hora_teste,down,up']","['2767185662512,22/07/2022,11:29,150,197']"
"['id,dt_teste,hora_teste,down,up']","['2682849487120,22/07/2022,13:39,267,143']"
"['id,dt_teste,hora_teste,down,up']","['2682849487152,22/07/2022,13:39,253,201']"
"['id,dt_teste,hora_teste,down,up']","['2682849487184,22/07/2022,13:40,280,209']"

